_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16
13424,34,Jack Edwards,53,Hearing Aid Batteries,Hearing Devices and Amplifiers,internet banking,2,530.0,2024-04-26T08:04:04.000-07:00,Australia,Perth,www.walgreens.com,56849409,1,payment successful
13425,2,XXXXXXXX,12,Toothbrush,"",wallet,2,1.99,2024-11-13T13:26:18.000-08:00,"",Toronto,www.safeway.com/pharmacy,23193002,1,----////----
13426,28,Sebastian Roberts,66,Adult Diapers,Incontinence,internet banking,1,12.99,2024-01-25T07:21:24.000-08:00,Italy,Naples,www.amazon.com/pharmacy,36250865,1,payment successful
13427,42,ROGUEROGUE,132,Wrist Brace,ROGUEROGUE,card,3,10.99,2024-05-17T10:28:46.000-07:00,ROGUEROGUE,Ottawa,www.alldaychemist.com,38900019,1,----////----
13428,19,Amelia Scott,80,Shower Gel,Bath and Body,internet banking,2,4.99,2024-09-30T20:20:16.000-07:00,Netherlands,Rotterdam,www.mysmartpharmacy.com,77885359,1,payment successful
13429,24,Daniel Nelson,62,After Sun Gel,Sun Care,card,7,12.99,2024-12-30T14:27:45.000-08:00,Australia,Brisbane,www.cvs.com,45720308,1,payment successful
13430,45,Avery Bailey,6,Eye Wash,Eye Care,upi,5,5.49,2024-08-13T16:09:05.000-07:00,Germany,Cologne,www.iherb.com,16812270,1,payment successful
13431,19,Amelia Scott,124,Psoriasis Treatment,Skin Ailments,wallet,8,12.99,2024-02-28T02:29:18.000-08:00,Netherlands,Rotterdam,www.walmart.com/pharmacy,95414177,1,payment successful
13432,20,Benjamin Green,4,Allergy Relief Eye Drops,Eye Care,card,7,7.99,2024-01-14T09:25:13.000-08:00,Japan,Osaka,www.riteaid.com,47882127,1,payment successful
13433,47,Madison Cooper,81,Ear Drops,"Ear, Nose, and Throat Care",wallet,9,8.99,2024-12-24T00:45:23.000-08:00,Spain,Bilbao,www.cvs.com,28604346,1,payment successful
13434,28,Sebastian Roberts,131,Ankle Support,Supports and Braces,card,9,12.99,2024-05-12T11:22:42.000-07:00,Italy,Naples,www.safeway.com/pharmacy,19649375,1,payment successful
13435,25,Grace Carter,37,Foot Balm,Foot Care,wallet,7,9.99,2024-12-09T07:07:17.000-08:00,Germany,Frankfurt,www.riteaid.com,71852379,1,payment successful
13436,19,Amelia Scott,60,Hearing Aid Dehumidifier,Hearing Devices and Amplifiers,upi,7,600.0,2024-08-30T02:29:15.000-07:00,Netherlands,Rotterdam,www.mysmartpharmacy.com,96146658,1,payment successful
13437,12,Ethan Clark,66,Adult Diapers,Incontinence,wallet,5,12.99,2024-01-22T13:03:25.000-08:00,Canada,Vancouver,www.iherb.com,67109395,1,payment successful
13438,13,Ava Lewis,27,Hair Oil,Hair Care,wallet,6,10.99,2024-12-19T00:36:28.000-08:00,United Kingdom,Manchester,www.walgreens.com,25495846,1,payment successful
13439,29,Aria Turner,121,Nicotine Lozenges,Stop Smoking,card,8,19.99,2024-03-20T08:35:17.000-07:00,Netherlands,Utrecht,www.pillpack.com,81580680,1,payment successful
13440,20,Benjamin Green,45,Shaving Brush,Shaving and Grooming,wallet,1,7.99,2024-10-13T07:40:46.000-07:00,Japan,Osaka,www.safeway.com/pharmacy,58534030,1,payment successful
13441,42,Elijah Morgan,144,Maternity Support Belt,Supports and Braces,card,5,19.99,2024-12-09T23:47:32.000-08:00,Canada,Ottawa,www.1mg.com,18539479,1,payment successful
13442,37,Lily Sanchez,126,Diabetes Test Strips,Diabetes Management,internet banking,1,25.99,2024-12-13T05:35:28.000-08:00,Spain,Valencia,www.pharmacytimes.com,80828610,1,payment successful
13443,39,Zoe Rogers,30,Leave-in Conditioner,Hair Care,card,7,7.49,2024-12-11T03:53:31.000-08:00,Netherlands,The Hague,www.medicalnewstoday.com/pharmacy,91006283,1,payment successful
13444,11,Mia Harris,74,Menstrual Cup,Feminine Care,card,1,19.99,2024-05-01T16:38:36.000-07:00,United States of America,Los Angeles,www.walgreens.com,77249627,1,payment successful
13445,1,John Doe,7,Lens Wipes,Eye Care,card,5,11.99,2024-03-15T21:05:48.000-07:00,United States of America,New York,www.iherb.com,77981943,1,payment successful
13446,34,Jack Edwards,121,Nicotine Lozenges,Stop Smoking,wallet,9,19.99,2024-06-18T21:55:08.000-07:00,Australia,Perth,www.expresspharmacy.co.uk,69785550,0,insufficient credit
13447,27,Victoria Perez,110,Antacid Tablets,Digestive Health and Nausea,card,6,4.99,2024-12-04T20:05:22.000-08:00,Spain,Seville,www.walgreens.com,72438212,1,payment successful
13448,26,Henry Mitchell,13,Mouthwash,Oral Care,wallet,4,3.49,2024-02-16T06:20:34.000-08:00,France,Marseille,www.medicalnewstoday.com/pharmacy,77253606,1,payment successful
13449,38,Mason Morris,98,Pain Relief Spray,Pain Relief and Management,wallet,3,9.99,2024-03-28T16:56:34.000-07:00,Italy,Turin,www.expresspharmacy.co.uk,76731848,1,payment successful
13450,18,William King,135,Shoulder Support,Supports and Braces,card,3,14.99,2024-06-28T03:59:12.000-07:00,Italy,Milan,www.walgreens.com,61123756,1,payment successful
13451,13,Ava Lewis,82,Nasal Spray,"Ear, Nose, and Throat Care",card,1,7.99,2024-11-21T02:56:13.000-08:00,United Kingdom,Manchester,www.cvs.com,24704484,1,payment successful
13452,15,Isabella Hall,123,Eczema Relief Cream,Skin Ailments,wallet,4,9.99,2024-09-22T10:33:56.000-07:00,Germany,Munich,www.cvs.com,54525732,1,payment successful
13453,49,Hannah Cox,150,Hip Support,Supports and Braces,card,3,17.99,2024-01-29T06:15:09.000-08:00,Netherlands,Eindhoven,www.cvs.com,51124441,1,payment successful
13454,21,Harper Adams,138,Calf Support,Supports and Braces,wallet,7,9.99,2024-05-30T02:55:00.000-07:00,United States of America,Chicago,www.goodrx.com,39503761,1,payment successful
13455,26,"",120,Nicotine Patches,XXXXXXXX,wallet,6,29.99,2024-03-03T19:24:01.000-08:00,XXXXXXXX,Marseille,www.walgreens.com,96849683,1,""
13456,18,William King,68,Bed Protection Underpads,Incontinence,wallet,4,15.99,2024-06-06T00:23:57.000-07:00,Italy,Milan,www.walmart.com/pharmacy,31887678,1,payment successful
13457,4,Michael Brown,55,Hearing Aid Domes,Hearing Devices and Amplifiers,wallet,9,550.0,2024-12-16T12:56:25.000-08:00,Australia,Sydney,www.walgreens.com,20612621,1,payment successful
13458,31,Ella Campbell,7,Lens Wipes,Eye Care,wallet,1,11.99,2024-09-17T08:56:07.000-07:00,United States of America,Houston,www.chemistwarehouse.com.au,87077627,1,payment successful
13459,10,Lucas Taylor,54,Hearing Aid Cleaning Kit,Hearing Devices and Amplifiers,wallet,2,540.0,2024-12-14T02:02:52.000-08:00,Japan,Tokyo,www.walgreens.com,14171309,1,payment successful
13460,43,Sofia Bell,125,Acne Treatment Gel,Skin Ailments,wallet,8,8.99,2024-12-30T22:42:38.000-08:00,United Kingdom,Leeds,www.1mg.com,56668467,1,payment successful
13461,20,Benjamin Green,12,Toothbrush,Oral Care,card,5,1.99,2024-07-05T16:29:33.000-07:00,Japan,Osaka,www.expresspharmacy.co.uk,98968414,1,payment successful
13462,22,Alexander Baker,54,Hearing Aid Cleaning Kit,Hearing Devices and Amplifiers,wallet,1,540.0,2024-12-15T22:12:11.000-08:00,Canada,Montreal,www.walgreens.com,51595921,1,payment successful
13463,41,Abigail Cook,106,Antibiotic Ointment,First Aid,card,9,6.99,2024-06-04T16:52:00.000-07:00,United States of America,Phoenix,www.riteaid.com,48571280,1,payment successful
13464,26,Henry Mitchell,81,Ear Drops,"Ear, Nose, and Throat Care",upi,4,8.99,2024-12-27T22:35:49.000-08:00,France,Marseille,www.iherb.com,18301352,1,payment successful
13465,32,Aiden Parker,30,Leave-in Conditioner,Hair Care,card,7,7.49,2024-12-20T13:59:26.000-08:00,Canada,Calgary,www.medicalnewstoday.com/pharmacy,32806162,1,payment successful
13466,45,Avery Bailey,10,Contact Lens Case,Eye Care,card,5,16.0,2024-10-31T22:18:28.000-07:00,Germany,Cologne,www.medicalnewstoday.com/pharmacy,23435022,1,payment successful
13467,30,Matthew Phillips,108,Digestive Enzymes,Digestive Health and Nausea,wallet,5,14.99,2024-03-30T10:47:35.000-07:00,Japan,Kyoto,www.iherb.com,69962208,1,payment successful
13468,50,Gabriel Howard,37,Foot Balm,Foot Care,card,4,9.99,2024-06-20T17:50:36.000-07:00,Japan,Fukuoka,www.medicalnewstoday.com/pharmacy,10066759,1,payment successful
13469,26,Henry Mitchell,110,Antacid Tablets,Digestive Health and Nausea,card,8,4.99,2024-01-07T00:55:02.000-08:00,France,Marseille,www.pillpack.com,15365609,1,payment successful
13470,12,Ethan Clark,104,First Aid Tape,First Aid,wallet,6,1.99,2024-06-25T09:42:05.000-07:00,Canada,Vancouver,www.walgreens.com,63348142,1,payment successful
13471,48,Luke Richardson,33,Foot Spray,Foot Care,internet banking,4,7.49,2024-09-10T19:06:10.000-07:00,Italy,Florence,www.expresspharmacy.co.uk,64815776,1,payment successful
13472,10,Lucas Taylor,108,Digestive Enzymes,Digestive Health and Nausea,wallet,2,14.99,2024-10-24T07:20:09.000-07:00,Japan,Tokyo,www.medicalnewstoday.com/pharmacy,30550680,0,insufficient credit
13473,34,Jack Edwards,80,Shower Gel,Bath and Body,wallet,2,4.99,2024-04-15T03:47:03.000-07:00,Australia,Perth,www.walgreens.com,66582534,1,payment successful
13474,13,Ava Lewis,33,Foot Spray,Foot Care,wallet,2,7.49,2024-02-28T09:21:32.000-08:00,United Kingdom,Manchester,www.walgreens.com,55926881,0,bank refused to authorize transaction
13475,26,Henry Mitchell,142,Arch Support,Supports and Braces,wallet,4,6.99,2024-04-27T09:00:21.000-07:00,France,Marseille,www.safeway.com/pharmacy,12000282,1,payment successful
13476,45,Avery Bailey,137,Thumb Brace,Supports and Braces,card,7,8.99,2024-12-09T08:07:29.000-08:00,Germany,Cologne,www.walgreens.com,78846510,1,payment successful
13477,14,Liam Walker,128,Lancets,Diabetes Management,wallet,8,14.99,2024-08-03T22:16:54.000-07:00,Australia,Melbourne,www.1mg.com,77747962,1,payment successful
13478,29,Aria Turner,23,Hair Gel,Hair Care,wallet,1,4.99,2024-04-23T22:55:51.000-07:00,Netherlands,Utrecht,www.chemistdirect.co.uk,68419879,1,payment successful
13479,46,Dylan Rivera,92,Throat Spray,"Cough, Cold, and Flu",internet banking,8,4.99,2024-12-14T18:18:08.000-08:00,France,Nice,www.medicalnewstoday.com/pharmacy,23250456,0,bank refused to authorize transaction
13480,34,Jack Edwards,80,Shower Gel,Bath and Body,wallet,7,4.99,2024-05-25T02:32:05.000-07:00,Australia,Perth,www.medicalnewstoday.com/pharmacy,77178376,1,payment successful
13481,31,Ella Campbell,80,Shower Gel,Bath and Body,internet banking,5,4.99,2024-01-29T23:23:09.000-08:00,United States of America,Houston,www.pharmacytimes.com,56899643,1,payment successful
13482,2,Jane Smith,110,Antacid Tablets,Digestive Health and Nausea,card,9,4.99,2024-01-18T22:29:17.000-08:00,Canada,Toronto,www.cvs.com,77137151,1,payment successful
13483,28,Sebastian Roberts,6,Eye Wash,Eye Care,wallet,5,5.49,2024-07-10T22:56:19.000-07:00,Italy,Naples,www.1mg.com,76419155,1,payment successful
13484,6,David Wilson,132,Wrist Brace,Supports and Braces,card,6,10.99,2024-11-03T05:09:33.000-08:00,France,Paris,www.pillpack.com,30761702,1,payment successful
13485,39,Zoe Rogers,146,Hernia Belt,Supports and Braces,card,9,24.99,2024-09-02T08:07:39.000-07:00,Netherlands,The Hague,www.cvs.com,81368804,1,payment successful
13486,11,Mia Harris,113,Stool Softener,Digestive Health and Nausea,card,1,5.99,2024-08-28T11:22:14.000-07:00,United States of America,Los Angeles,www.riteaid.com,89268141,1,payment successful
13487,38,Mason Morris,125,Acne Treatment Gel,Skin Ailments,wallet,4,8.99,2024-10-31T00:54:29.000-07:00,Italy,Turin,www.pillpack.com,61821690,1,payment successful
13488,41,Abigail Cook,132,Wrist Brace,Supports and Braces,wallet,5,10.99,2024-09-16T21:27:56.000-07:00,United States of America,Phoenix,www.riteaid.com,33347386,1,payment successful
13489,15,Isabella Hall,48,Shaving Gel,Shaving and Grooming,wallet,3,3.49,2024-11-15T17:31:27.000-08:00,Germany,Munich,www.goodrx.com,36350571,1,payment successful
13490,27,Victoria Perez,83,Throat Lozenges,"Ear, Nose, and Throat Care",wallet,4,5.99,2024-07-24T06:15:31.000-07:00,Spain,Seville,www.safeway.com/pharmacy,54857472,1,payment successful
13491,50,Gabriel Howard,118,Cholesterol Test Kit,Home Tests and Monitoring,card,9,19.99,2024-05-08T15:01:06.000-07:00,Japan,Fukuoka,www.chemistdirect.co.uk,98899850,0,insufficient funds
13492,27,Victoria Perez,147,Groin Support,Supports and Braces,wallet,1,13.99,2024-07-20T18:09:27.000-07:00,Spain,Seville,www.walgreens.com,89253570,1,payment successful
13493,23,Evelyn Gonzalez,135,Shoulder Support,Supports and Braces,wallet,7,14.99,2024-06-05T08:16:07.000-07:00,United Kingdom,Birmingham,www.amazon.com/pharmacy,13886271,1,payment successful
13494,45,Avery Bailey,9,Contact Lens Disinfecting Solution,Eye Care,wallet,3,22.99,2024-12-16T07:09:37.000-08:00,Germany,Cologne,www.britishpharmacy.co.uk,79747532,1,payment successful
13495,31,Ella Campbell,7,Lens Wipes,Eye Care,wallet,7,11.99,2024-07-31T03:35:25.000-07:00,United States of America,Houston,www.chemistwarehouse.com.au,19344740,1,payment successful
13496,27,Victoria Perez,3,Eye Itch Relief Pills,Eye Care,card,1,24.99,2024-05-18T08:45:29.000-07:00,Spain,Seville,www.healthmart.com,84626661,1,payment successful
13497,45,Avery Bailey,145,Posture Corrector,Supports and Braces,upi,1,14.99,2024-09-21T13:18:02.000-07:00,Germany,Cologne,www.healthmart.com,51749481,1,payment successful
13498,12,Ethan Clark,29,Dry Shampoo,Hair Care,upi,4,6.49,2024-06-18T23:59:28.000-07:00,Canada,Vancouver,www.walgreens.com,38586941,0,bank refused to authorize transaction
13499,19,Amelia Scott,53,Hearing Aid Batteries,Hearing Devices and Amplifiers,card,4,530.0,2024-04-02T11:37:15.000-07:00,Netherlands,Rotterdam,www.riteaid.com,61792397,1,payment successful
13500,40,Logan Reed,100,Pain Relief Tablets,Pain Relief and Management,card,4,8.99,2024-12-19T22:38:26.000-08:00,Japan,Nagoya,www.riteaid.com,13645647,1,payment successful
13501,11,Mia Harris,101,Adhesive Bandages,First Aid,wallet,3,3.99,2024-05-20T23:03:21.000-07:00,United States of America,Los Angeles,www.healthmart.com,79689320,1,payment successful
13502,31,Ella Campbell,72,Tampons,Feminine Care,wallet,9,6.99,2024-03-05T16:05:04.000-08:00,United States of America,Houston,www.walgreens.com,69576544,1,payment successful
13503,45,Avery Bailey,50,Mustache Wax,Shaving and Grooming,wallet,4,5.49,2024-08-30T21:16:19.000-07:00,Germany,Cologne,www.1mg.com,87569108,1,payment successful
13504,2,Jane Smith,69,Incontinence Liners,Incontinence,wallet,3,7.99,2024-05-14T23:29:48.000-07:00,Canada,Toronto,www.cvs.com,73149161,1,payment successful
13505,19,Amelia Scott,45,Shaving Brush,Shaving and Grooming,upi,6,7.99,2024-02-12T07:12:57.000-08:00,Netherlands,Rotterdam,www.alldaychemist.com,39736138,1,payment successful
13506,34,Jack Edwards,26,Hair Serum,Hair Care,wallet,2,9.99,2024-09-09T08:12:53.000-07:00,Australia,Perth,www.expresspharmacy.co.uk,56329478,1,payment successful
13507,19,Amelia Scott,89,Cough Drops,"Cough, Cold, and Flu",upi,6,3.99,2024-02-01T15:32:06.000-08:00,Netherlands,Rotterdam,www.walgreens.com,87920530,1,payment successful
13508,8,James Anderson,36,Foot File,Foot Care,card,4,3.99,2024-01-14T22:48:31.000-08:00,Italy,Rome,www.1mg.com,28320678,1,payment successful
13509,20,Benjamin Green,47,Beard Trimmer,Shaving and Grooming,wallet,1,19.99,2024-02-03T04:24:02.000-08:00,Japan,Osaka,www.chemistwarehouse.com.au,96695911,1,payment successful
13510,31,Ella Campbell,62,After Sun Gel,Sun Care,card,8,12.99,2024-02-07T10:02:22.000-08:00,United States of America,Houston,www.pillpack.com,24815786,1,payment successful
13511,30,Matthew Phillips,81,Ear Drops,"Ear, Nose, and Throat Care",card,5,8.99,2024-11-11T04:21:00.000-08:00,Japan,Kyoto,www.expresspharmacy.co.uk,75522933,1,payment successful
13512,7,Sophia Martinez,121,Nicotine Lozenges,Stop Smoking,card,5,19.99,2024-01-11T10:22:18.000-08:00,Spain,Madrid,www.iherb.com,86387055,1,payment successful
13513,42,Elijah Morgan,122,Skin Rash Cream,Skin Ailments,card,4,7.99,2024-07-31T01:16:34.000-07:00,Canada,Ottawa,www.healthmart.com,60861925,1,payment successful
13514,39,Zoe Rogers,39,Foot Deodorant,Foot Care,card,5,6.49,2024-12-14T07:14:25.000-08:00,Netherlands,The Hague,www.walgreens.com,60970303,1,payment successful
13515,47,Madison Cooper,82,Nasal Spray,"Ear, Nose, and Throat Care",internet banking,4,7.99,2024-12-22T15:44:20.000-08:00,Spain,Bilbao,www.chemistwarehouse.com.au,14039061,1,payment successful
13516,16,Noah Allen,60,Hearing Aid Dehumidifier,Hearing Devices and Amplifiers,upi,8,600.0,2024-05-21T09:07:21.000-07:00,France,Lyon,www.medicalnewstoday.com/pharmacy,16926738,1,payment successful
13517,24,Daniel Nelson,112,Anti-Nausea Liquid,Digestive Health and Nausea,wallet,5,8.99,2024-02-03T00:17:28.000-08:00,Australia,Brisbane,www.alldaychemist.com,16075392,1,payment successful
13518,14,Liam Walker,48,Shaving Gel,Shaving and Grooming,card,3,3.49,2024-01-01T21:21:45.000-08:00,Australia,Melbourne,www.chemistdirect.co.uk,28271826,1,payment successful
13519,39,Zoe Rogers,86,Cough Syrup,"Cough, Cold, and Flu",wallet,9,8.99,2024-10-09T17:16:13.000-07:00,Netherlands,The Hague,www.1mg.com,81258618,1,payment successful
13520,2,Jane Smith,39,Foot Deodorant,Foot Care,internet banking,3,6.49,2024-03-17T05:04:23.000-07:00,Canada,Toronto,www.walgreens.com,49567636,1,payment successful
13521,1,John Doe,137,Thumb Brace,Supports and Braces,card,9,8.99,2024-12-24T09:49:09.000-08:00,United States of America,New York,www.britishpharmacy.co.uk,92752641,1,payment successful
13522,49,Hannah Cox,139,Compression Socks,Supports and Braces,wallet,1,12.99,2024-12-22T01:58:34.000-08:00,Netherlands,Eindhoven,www.walgreens.com,14492705,1,payment successful
13523,5,Emily Davis,72,Tampons,Feminine Care,internet banking,3,6.99,2024-03-30T09:23:53.000-07:00,Germany,Berlin,www.healthmart.com,75242357,1,payment successful
13524,13,Ava Lewis,116,Glucose Meter,Home Tests and Monitoring,wallet,3,24.99,2024-11-13T10:13:18.000-08:00,United Kingdom,Manchester,www.alldaychemist.com,30008369,1,payment successful
13525,19,Amelia Scott,77,Body Lotion,Bath and Body,internet banking,5,6.99,2024-12-25T14:10:20.000-08:00,Netherlands,Rotterdam,www.drugstore.com,74481795,1,payment successful
13526,34,Jack Edwards,124,Psoriasis Treatment,Skin Ailments,upi,4,12.99,2024-03-30T04:38:05.000-07:00,Australia,Perth,www.chemistwarehouse.com.au,31879363,1,payment successful
13527,41,Abigail Cook,121,Nicotine Lozenges,Stop Smoking,internet banking,3,19.99,2024-01-29T10:08:28.000-08:00,United States of America,Phoenix,www.cvs.com,11217714,1,payment successful
13528,45,Avery Bailey,131,Ankle Support,Supports and Braces,wallet,9,12.99,2024-07-12T17:12:02.000-07:00,Germany,Cologne,www.medicalnewstoday.com/pharmacy,95413926,0,payment method not accepted at merchant
13529,22,Alexander Baker,6,Eye Wash,Eye Care,card,9,5.49,2024-03-04T15:40:39.000-08:00,Canada,Montreal,www.pillpack.com,21254465,1,payment successful
13530,11,Mia Harris,48,Shaving Gel,Shaving and Grooming,wallet,4,3.49,2024-08-16T05:27:45.000-07:00,United States of America,Los Angeles,www.safeway.com/pharmacy,12460870,1,payment successful
13531,32,Aiden Parker,135,Shoulder Support,Supports and Braces,wallet,8,14.99,2024-12-12T13:01:51.000-08:00,Canada,Calgary,www.walmart.com/pharmacy,59217610,1,payment successful
13532,14,Liam Walker,36,Foot File,Foot Care,card,5,3.99,2024-08-17T11:08:21.000-07:00,Australia,Melbourne,www.1mg.com,55818083,1,payment successful
13533,27,Victoria Perez,18,Tongue Cleaner,Oral Care,card,3,2.49,2024-12-28T21:02:00.000-08:00,Spain,Seville,www.healthmart.com,66604618,1,payment successful
13534,25,Grace Carter,50,Mustache Wax,Shaving and Grooming,internet banking,1,5.49,2024-04-22T07:31:00.000-07:00,Germany,Frankfurt,www.medicalnewstoday.com/pharmacy,55259826,0,bank refused to authorize transaction
13535,24,Daniel Nelson,150,Hip Support,Supports and Braces,card,2,17.99,2024-08-31T19:29:47.000-07:00,Australia,Brisbane,www.1mg.com,15337984,0,payment method not accepted at merchant
13536,11,Mia Harris,138,Calf Support,Supports and Braces,internet banking,2,9.99,2024-08-04T06:03:05.000-07:00,United States of America,Los Angeles,www.pharmacytimes.com,30389342,1,payment successful
13537,36,Samuel Stewart,116,Glucose Meter,Home Tests and Monitoring,card,6,24.99,2024-06-23T00:24:59.000-07:00,France,Toulouse,www.walgreens.com,60177507,1,payment successful
13538,38,Mason Morris,50,Mustache Wax,Shaving and Grooming,wallet,9,5.49,2024-05-18T13:49:26.000-07:00,Italy,Turin,www.medicalnewstoday.com/pharmacy,32926064,1,payment successful
13539,38,Mason Morris,125,Acne Treatment Gel,Skin Ailments,wallet,3,8.99,2024-07-02T02:50:41.000-07:00,Italy,Turin,www.chemistwarehouse.com.au,57113421,1,payment successful
13540,7,Sophia Martinez,2,Lubricating Eye Drops,Eye Care,card,2,9.99,2024-02-25T14:55:19.000-08:00,Spain,Madrid,www.safeway.com/pharmacy,29961843,1,payment successful
13541,49,Hannah Cox,93,Cough Suppressant,"Cough, Cold, and Flu",wallet,6,7.49,2024-12-15T18:07:32.000-08:00,Netherlands,Eindhoven,www.amazon.com/pharmacy,47366397,1,payment successful
13542,34,Jack Edwards,113,Stool Softener,Digestive Health and Nausea,card,8,5.99,2024-12-30T12:04:40.000-08:00,Australia,Perth,www.walgreens.com,75546454,1,payment successful
13543,25,Grace Carter,31,Foot Cream,Foot Care,card,6,8.99,2024-08-17T15:50:30.000-07:00,Germany,Frankfurt,www.1mg.com,58944933,1,payment successful
13544,23,Evelyn Gonzalez,121,Nicotine Lozenges,Stop Smoking,wallet,4,19.99,2024-01-04T01:51:48.000-08:00,United Kingdom,Birmingham,www.expresspharmacy.co.uk,60659215,0,payment method not accepted at merchant
13545,50,Gabriel Howard,124,Psoriasis Treatment,Skin Ailments,wallet,5,12.99,2024-04-11T00:34:10.000-07:00,Japan,Fukuoka,www.walgreens.com,20666825,1,payment successful
13546,13,Ava Lewis,94,Cold and Flu Tea,"Cough, Cold, and Flu",wallet,4,5.49,2024-12-02T11:20:33.000-08:00,United Kingdom,Manchester,www.pillpack.com,41100525,1,payment successful
13547,8,James Anderson,82,Nasal Spray,"Ear, Nose, and Throat Care",wallet,8,7.99,2024-12-22T08:52:49.000-08:00,Italy,Rome,www.walgreens.com,53686934,0,bank refused to authorize transaction
13548,2,Jane Smith,121,Nicotine Lozenges,Stop Smoking,card,6,19.99,2024-11-18T14:44:44.000-08:00,Canada,Toronto,www.1mg.com,79270585,1,payment successful
13549,46,Dylan Rivera,126,Diabetes Test Strips,Diabetes Management,wallet,7,25.99,2024-09-09T14:54:35.000-07:00,France,Nice,www.walgreens.com,91344419,0,payment method not accepted at merchant
13550,2,Jane Smith,63,Sunburn Relief Spray,Sun Care,wallet,2,9.99,2024-12-12T09:07:33.000-08:00,Canada,Toronto,www.walmart.com/pharmacy,10497973,1,payment successful
13551,19,Amelia Scott,33,Foot Spray,Foot Care,card,3,7.49,2024-12-21T04:25:40.000-08:00,Netherlands,Rotterdam,www.walgreens.com,96549137,0,payment method not accepted at merchant
13552,39,Zoe Rogers,81,Ear Drops,"Ear, Nose, and Throat Care",wallet,8,8.99,2024-09-06T01:37:55.000-07:00,Netherlands,The Hague,www.alldaychemist.com,66414659,1,payment successful
13553,26,Henry Mitchell,126,Diabetes Test Strips,Diabetes Management,wallet,3,25.99,2024-10-12T14:57:23.000-07:00,France,Marseille,www.alldaychemist.com,28533730,0,insufficient credit
13554,7,Sophia Martinez,54,Hearing Aid Cleaning Kit,Hearing Devices and Amplifiers,wallet,3,540.0,2024-12-28T05:07:46.000-08:00,Spain,Madrid,www.riteaid.com,45782273,1,payment successful
13555,12,Ethan Clark,70,Incontinence Wipes,Incontinence,wallet,4,5.99,2024-06-06T19:05:55.000-07:00,Canada,Vancouver,www.medicalnewstoday.com/pharmacy,82729856,1,payment successful
13556,4,Michael Brown,72,Tampons,Feminine Care,card,6,6.99,2024-02-12T13:53:46.000-08:00,Australia,Sydney,www.walgreens.com,79977453,1,payment successful
13557,13,Ava Lewis,52,Hearing Amplifier,Hearing Devices and Amplifiers,wallet,5,520.0,2024-09-04T08:24:49.000-07:00,United Kingdom,Manchester,www.britishpharmacy.co.uk,45412996,1,payment successful
13558,46,Dylan Rivera,138,Calf Support,Supports and Braces,wallet,1,9.99,2024-04-25T17:39:48.000-07:00,France,Nice,www.walmart.com/pharmacy,39394988,1,payment successful
13559,41,XXXXXXXX,54,Hearing Aid Cleaning Kit,"",upi,8,540.0,2024-05-31T09:35:28.000-07:00,ROGUEROGUE,Phoenix,www.amazon.com/pharmacy,29240366,0,""
13560,13,Ava Lewis,81,Ear Drops,"Ear, Nose, and Throat Care",wallet,5,8.99,2024-03-04T16:57:48.000-08:00,United Kingdom,Manchester,www.healthmart.com,93705604,1,payment successful
13561,12,Ethan Clark,121,Nicotine Lozenges,Stop Smoking,wallet,5,19.99,2024-09-07T04:00:03.000-07:00,Canada,Vancouver,www.pharmacytimes.com,57808944,1,payment successful
13562,33,Scarlett Evans,121,Nicotine Lozenges,Stop Smoking,internet banking,2,19.99,2024-12-26T08:33:26.000-08:00,United Kingdom,Liverpool,www.walgreens.com,14656599,1,payment successful
13563,46,Dylan Rivera,46,Electric Shaver,Shaving and Grooming,card,7,29.99,2024-11-06T17:16:03.000-08:00,France,Nice,www.chemistdirect.co.uk,11748484,1,payment successful
13564,39,Zoe Rogers,59,Hearing Aid Clips,Hearing Devices and Amplifiers,wallet,2,590.0,2024-12-26T09:27:59.000-08:00,Netherlands,The Hague,www.safeway.com/pharmacy,33998108,1,payment successful
13565,18,William King,124,Psoriasis Treatment,Skin Ailments,internet banking,7,12.99,2024-11-07T22:24:35.000-08:00,Italy,Milan,www.1mg.com,72096360,1,payment successful
13566,4,Michael Brown,132,Wrist Brace,Supports and Braces,wallet,8,10.99,2024-01-26T06:26:53.000-08:00,Australia,Sydney,www.pharmacytimes.com,45491721,1,payment successful
13567,31,"",98,Pain Relief Spray,XXXXXXXX,card,3,9.99,2024-08-17T22:07:31.000-07:00,XXXXXXXX,Houston,www.walgreens.com,74146876,1,----////----
13568,50,Gabriel Howard,87,Cold Medicine,"Cough, Cold, and Flu",upi,3,7.99,2024-05-28T01:16:29.000-07:00,Japan,Fukuoka,www.safeway.com/pharmacy,62771468,1,payment successful
13569,36,Samuel Stewart,57,Hearing Aid Wax Guards,Hearing Devices and Amplifiers,upi,1,570.0,2024-05-07T08:30:15.000-07:00,France,Toulouse,www.cvs.com,68491197,1,payment successful
13570,38,Mason Morris,47,Beard Trimmer,Shaving and Grooming,wallet,4,19.99,2024-02-16T08:14:32.000-08:00,Italy,Turin,www.amazon.com/pharmacy,83063164,1,payment successful
13571,30,Matthew Phillips,126,Diabetes Test Strips,Diabetes Management,wallet,9,25.99,2024-01-05T05:35:34.000-08:00,Japan,Kyoto,www.pillpack.com,92849495,1,payment successful
